TICKER,NAME,LEI,CIK,LATEST_FILING_DATE
LIVE,Live Ventures Inc,,1045742,5/11/2017
LIVN,LivaNova PLC,81560010B12D0F732924,1639691,5/3/2017
LJPC,La Jolla Pharmaceutical Co,,920465,4/27/2017
LKFN,Lakeland Financial Corp,,721994,5/10/2017
LKQ,LKQ Corp,DS830JTTZQN6GK0I2E41,1065696,5/1/2017
LKSD,LSC Communications Inc,,1669812,5/4/2017
LL,Lumber Liquidators Holdings Inc,,1396033,5/2/2017
LLEX,Lilis Energy Inc ,,1437557,5/12/2017
LLIT,Lianluo Smart Ltd,,1474627,3/18/2013
LLL,L3 Technologies Inc,,1056239,10/27/2016
LLNW,Limelight Networks Inc,,1391127,4/25/2017
LLTC,Linear Technology Corp,,791907,1/31/2017
LLY,Eli Lilly and Co,FRDRIPF3EKNDJ2CQJL29,59478,5/1/2017
LM,Legg Mason Inc,OWUNCC6U1ZJXMZKFBJ36,704051,5/24/2017
LMAT,LeMaitre Vascular Inc,549300FZUBUB7MHY8R17,1158895,5/4/2017
LMFAU,"Lm Funding America, Inc.",549300GIN6G8BHZ7AF66,1640384,5/15/2017
LMIA,LMI Aerospace Inc,549300ZU5OKEPC77VY60,1059562,5/10/2017
LMLP,UBS ETRACS M Py 2xLvg WF MLP Ex-Engy ETN,,781891,11/13/2012
LMNR,Limoneira Co,549300UCPZVJGYHI7550,1342423,6/8/2017
LMNS,Lumenis Ltd ,,1004945,
LMNX,Luminex Corp,,1033905,5/2/2017
LMOS,Lumos Networks Corp,,1520744,5/8/2017
LMRK,Landmark Infrastructure Partners LP,549300I3H10A778Y4H45,1615346,5/4/2017
LMRKO,Landmark Infrastructure Partners LP,,,
LMRKP,Landmark Infrastructure Partners LP,,,
LMT,Lockheed Martin Corp,DPRBOZP0K5RM2YE8UU08,936468,4/26/2017
LN,Line Corp,,1611820,
LNBB,LNB Bancorp Inc ,,737210,8/4/2015
LNC,Lincoln National Corp,EFQMQROEDSNBRIP7LE47,59558,5/4/2017
LNCE,Snyder's-Lance Inc,HT08BXLUFXNQIJGTMH27,57528,5/10/2017
LNCO,LinnCo LLC ,,1549756,11/7/2016
LND,Brasilagro Companhia Brasileira de Propriedades Agricolas,HNU7Z5273PRV5T5S5F07,1499849,
LNDC,Landec Corp,,1005286,4/7/2017
LNG,Cheniere Energy Inc,MIHC87W9WTYSYZWV1J40,3570,5/4/2017
LNKD,LinkedIn Corp,5493001S6ND3ULAKYF67,1271024,10/27/2016
LNN,Lindsay Corp,549300ZFO0QG5H8TPI61,836157,6/30/2017
LNT,Alliant Energy Corp,,352541,5/4/2017
LNTH,Lantheus Holdings Inc,,1521036,5/2/2017
LO,Lorillard Inc ,,1424847,4/21/2015
LOAN,Manhattan Bridge Capital Inc,,1080340,4/25/2017
LOB,Live Oak Bancshares Inc,,1462120,5/8/2017
LOCK,LifeLock Inc,,1383871,11/9/2016
LOCM,Local Corp,,1259550,5/15/2015
LOCO,El Pollo Loco Holdings Inc,549300EZCBNF4G707K90,1606366,5/5/2017
LODE,Comstock Mining Inc,,1120970,5/9/2017
LOGI,Logitech International SA,,1032975,5/26/2017
LOGM,LogMeIn Inc,,1420302,5/5/2017
LOJN,LoJack Corp ,,355777,3/11/2016
LONE,Lonestar Resources US Inc,,1661920,5/15/2017
LONG,eLong Inc ,,1290903,
LOOK,Looksmart Ltd ,,1077866,8/14/2015
LOPE,Grand Canyon Education Inc,,1434588,5/4/2017
LOR,Lazard World Dividend & Income Fund Inc,ESOSN8VNZ7LRKKPJ3J78,1323206,
LORL,Loral Space & Communications Inc,,1006269,5/9/2017
LOV,Spark Networks Inc,,1314475,5/3/2017
LOW,Lowe's Companies Inc,WAFCR4OKGSC504WU3E95,60667,6/6/2017
LOXO,Loxo Oncology Inc,,1581720,5/9/2017
LPCN,Lipocine Inc,549300RXPEQXOJXVBI10,1535955,5/8/2017
LPG,Dorian LPG Ltd,549300WP1W2WGMC7F395,1596993,6/14/2017
LPI,Laredo Petroleum Inc,549300X0PTWU2QSLSL14,1528129,5/4/2017
LPL,LG Display Co Ltd,,1290109,
LPLA,LPL Financial Holdings Inc,549300XROQ4Y8G2L7682,1397911,5/2/2017
LPNT,LifePoint Health Inc,,1301611,4/28/2017
LPSB,Laporte Bancorp Inc,549300F7DUGBN0H7ZI97,1549276,5/5/2016
LPSN,LivePerson Inc,549300IN2P1JZ20G7N40,1102993,5/10/2017
LPT,Liberty Property Trust,,921112,5/5/2017
LPTH,LightPath Technologies Inc,,889971,5/4/2017
LPX,Louisiana-Pacific Corp,,60519,5/5/2017
LQ,La Quinta Holdings Inc,,1594617,5/4/2017
LQDT,Liquidity Services Inc,,1235468,5/4/2017
LRAD,LRAD Corp,,924383,5/3/2017
LRCX,Lam Research Corp,549300I4GMO6D34U1T02,707549,4/24/2017
LRE,LRR Energy LP ,549300GT182C3DY9YO24,1519632,8/4/2015
LRET,UBS ETRACS MonPay 2xLvg MSCI US REIT ETN,,,
LRN,K12 Inc,,1157408,4/28/2017
LSBG,Lake Sunapee Bank Group,,846931,11/9/2016
LSBK,Lake Shore Bancorp Inc,,1341318,5/12/2017
LSC,ELEMENTS S&P CTI TR ETN,,,
LSCC,Lattice Semiconductor Corp,,855658,5/11/2017
LSG,Lake Shore Gold Corp ,549300Y8NKQPXVCJJ318,1279944,
LSTK,iPath Pure Beta Livestock ETN,,,
LSTR,Landstar System Inc,,853816,5/5/2017
LSXMA,Liberty Media Corp,,,
LSXMB,Liberty Media Corp,,,
LSXMK,Liberty Media Corp,,,
LTBR,Lightbridge Corp,5493005PY54DR0JRCW56,1084554,5/9/2017
LTC,LTC Properties Inc,549300NRZP8IJG2KY677,887905,5/8/2017
LTEA,Long Island Iced Tea Corp,549300NIBTF6ERQJ5366,1629261,5/12/2017
LTM,Life Time Fitness Inc ,,1076195,4/28/2015
LTRE,Learning Tree International Inc,,1002037,5/11/2017
LTRPA,Liberty Tripadvisor Holdings Inc,,1606745,5/9/2017
LTRX,Lantronix Inc,,1114925,4/28/2017
LTS,Ladenburg Thalmann Financial Services Inc,,1029730,5/9/2017
LTXB,LegacyTexas Financial Group Inc,,1487052,4/25/2017
LUB,Luby's Inc,,16099,7/13/2017
LUK,Leucadia National Corp,549300HOF34RGOJ5YL07,96223,5/3/2017
LULU,Lululemon Athletica Inc,,1397187,6/1/2017
LUNA,Luna Innovations Inc,,1239819,5/11/2017
LUV,Southwest Airlines Co,UDTZ87G0STFETI6HGH41,92380,5/3/2017
LUX,Luxottica Group SpA,549300I1NMOBS4B1LT88,857471,
LVLT,Level 3 Communications Inc,,794323,5/5/2017
LVNTA,Liberty Interactive Corp,,1355096,5/9/2017
LVS,Las Vegas Sands Corp,,1300514,5/5/2017
LW,Lamb Weston Holdings Inc,,,
LWAY,Lifeway Foods Inc,,814586,5/18/2017
LXFR,Luxfer Holdings PLC,21380045UF5SJYZOXE41,1096056,
LXFT,Luxoft Holding Inc,,1538375,
LXK,Lexmark International Inc,549300TGOGJOCWL57Z97,1001288,11/4/2016
LXP,Lexington Realty Trust,549300S4MH2ICXDBFV43,910108,5/9/2017
LXRX,Lexicon Pharmaceuticals Inc,,1062822,5/4/2017
LXU,LSB Industries Inc,5493001H215A0HG0MI71,60714,4/24/2017
LYB,LyondellBasell Industries NV,,1489393,4/28/2017
LYG,Lloyds Banking Group PLC,549300PPXHEU2JF0AM85,1160106,
LYTS,LSI Industries Inc,,763532,5/8/2017
LYV,Live Nation Entertainment Inc,5493007B9BM9ZXJINO78,1335258,5/4/2017
LZB,La-Z-Boy Inc,549300WNO1WMN9ZG2519,57131,6/20/2017
M,Macy's Inc,,794367,6/2/2017
MA,MasterCard Inc,AR5L2ODV9HN37376R084,1141391,5/2/2017
MAA,Mid-America Apartment Communities Inc,549300FQZKFR5YNSHZ21,912595,4/27/2017
MAB,Eaton Vance Massachusetts Municipal Bond Fund,,,
MAC,Macerich Co,,912242,5/1/2017
MACK,Merrimack Pharmaceuticals Inc,,1274792,5/10/2017
MACQ,M I Acquisitions Inc,,,
MACQU,M I Acquisitions Inc,,,
MAG,MAG Silver Corp,,751085,8/4/2015
MAGS,Magal Security Systems Ltd,,896494,
MAIN,Main Street Capital Corp,5493001FS9QJLJNF3E20,1396440,5/5/2017
MAMS,MAM Software Group Inc,,832488,5/15/2017
MAN,ManpowerGroup Inc,ERO1WSFOSR0JJ6CRQ987,871763,5/5/2017
MANH,Manhattan Associates Inc,,1056696,4/24/2017
MANT,ManTech International Corp,,892537,5/3/2017
MANU,Manchester United PLC,,1549107,
MAR,Marriott International Inc,225YDZ14ZO8E1TXUSU86,1048286,5/9/2017
MARA,Marathon Patent Group Inc,549300M8ISKPTX2W7F94,1507605,5/15/2017
MARK,Remark Media Inc,,1368365,5/15/2017
MARPS,Marine Petroleum Trust,,62362,5/12/2017
MAS,Masco Corp,5GCSNMQXHEYA1JO8QN11,62996,4/25/2017
MASI,Masimo Corp,549300Q4A8JK0PIYCU29,937556,5/4/2017
MAT,Mattel Inc,549300VELLG24KHTJ564,63276,4/27/2017
MATR,Mattersight Corp,,1094348,5/10/2017
MATW,Matthews International Corp,549300ZVC5O0ATML6U61,63296,5/3/2017
MATX,Matson Inc,549300OI5H3Y0I9I4I12,3453,5/4/2017
MAV,Pioneer Municipal High Income Advantage Trust,,,
MAYS,J.W. Mays Inc,,54187,6/8/2017
MB,Mindbody Inc,549300DOX928XM8ENR47,1458962,5/9/2017
MBCN,Middlefield Banc Corp,,836147,5/15/2017
MBFI,MB Financial Inc,,1139812,5/9/2017
MBI,MBIA Inc,54F1KGFE2KNP3VAL3P42,814585,5/10/2017
MBII,Marrone Bio Innovations Inc,54930082ZJZ17VOHI543,1441693,5/15/2017
MBLY,Mobileye NV,,1607310,
MBOT,StemCells Inc,,883975,5/15/2017
MBRG,Middleburg Financial Corp,5493000X2GP8E7JX0I71,914138,3/15/2017
MBRX,Moleculin Biotech Inc,,1659617,5/12/2017
MBT,Mobil'nye Telesistemy PAO,2534008FX8EXH1FMJA74,1115837,
MBTF,MBT Financial Corp,,1118237,5/10/2017
MBUU,Malibu Boats Inc,,1590976,5/3/2017
MBVT,Merchants Bancshares Inc,549300H4PJX5C0VGE828,726517,4/28/2017
MBVX,MabVax Therapeutics Holdings Inc,,1109196,5/22/2017
MBWM,Mercantile Bank Corp,P16VZZCKTJ5IONL6XE37,1042729,5/5/2017
MC,Moelis & Co,549300891QNU7VTQUR83,1596967,5/4/2017
MCA,"BlackRock MuniYield California Quality Fund, Inc.",,,
MCBC,Macatawa Bank Corp,549300M5D5Q2KMDSMP10,1053584,4/27/2017
MCBK,Madison County Financial Inc ,,1547635,11/12/2015
MCC,Medley Capital Corp,549300JJH1QEB0RKNO53,1490349,5/9/2017
MCD,McDonald's Corp,UE2136O97NLB5BYP9H04,63908,5/8/2017
MCEP,Mid-Con Energy Partners LP,,1527709,5/1/2017
MCF,Contango Oil & Gas Co,549300WN2AGOX1011V72,1071993,5/10/2017
MCFT,MCBC Holdings Inc,549300IXWX41555YJ117,1638290,5/12/2017
MCGC,MCG Capital Corp ,,1141299,7/28/2015
MCHP,Microchip Technology Inc,5493007PTFULNYZJ1R12,827054,5/30/2017
MCHX,Marchex Inc,,1224133,5/9/2017
MCI,Babson Capital Corporate Investors,,275694,
MCK,McKesson Corp,,927653,5/22/2017
MCN,Madison Covered Call and Equity Strategy Fund,,,
MCO,Moody's Corp,549300GCEDD8YCF5WU84,1059556,5/9/2017
MCOX,Mecox Lane Ltd ,,1501775,
MCP,Molycorp Inc ,,1489137,8/17/2015
MCR,MFS® Charter Income,,,
MCRB,Seres Therapeutics Inc,549300GMXBE5NUWISF13,1609809,5/4/2017
MCRI,Monarch Casino & Resort Inc,,907242,5/8/2017
MCRL,Micrel Inc ,,932111,4/23/2015
MCRN,Milacron Holdings Corp,5493007NS31K7IS5W227,1637913,5/3/2017
MCS,Marcus Corp,549300NL0OKPNEMP6B79,62234,5/9/2017
MCUR,Macrocure Ltd,549300XRSVEW5226BG82,1606012,
MCY,Mercury General Corp,,64996,5/2/2017
MCZ,Mad Catz Interactive Inc,,1088162,2/2/2017
MD,MEDNAX Inc,,893949,5/4/2017
MDAS,MedAssets Inc ,549300OLLYQ57POGN638,1254419,11/6/2015
MDC,MDC Holdings Inc,,773141,5/9/2017
MDCA,MDC Partners Inc,,876883,5/2/2017
MDCO,Medicines Co,,1113481,5/5/2017
MDGS,Medigus Ltd,,1618500,
MDLX,Medley LLC,,1536577,5/12/2017
MDLY,Medley Management Inc,549300L5L700EFXAPW02,1611110,5/12/2017
MDLZ,Mondelez International Inc,549300DV9GIB88LZ5P30,1103982,5/3/2017
MDP,Meredith Corp,549300YC8BC386CCTS24,65011,4/27/2017
MDR,McDermott International Inc,ZAKWBIG8QLOPMZ888610,708819,4/25/2017
MDRX,Allscripts Healthcare Solutions Inc,Y68YJHVB1GU4TAU3C223,1124804,5/5/2017
MDSO,Medidata Solutions Inc,549300N2D5UJZLKQ1O22,1453814,5/8/2017
MDSY,Modsys International Ltd,,1029581,3/10/2017
MDT,Medtronic PLC,549300GX3ZBSQWUXY261,1613103,6/27/2017
MDU,MDU Resources Group Inc,0T6SBMK3JTBI1JR36794,67716,5/8/2017
MDVN,Medivation Inc,549300CAXF5EKW1F6Q56,1011835,8/9/2016
MDVX,Medovex Corp,,1591165,5/15/2017
MDW,Midway Gold Corp ,,1319009,5/11/2015
MDWD,Mediwound Ltd,549300LJKCS74GRYKF90,1593984,
MDXG,MiMedx Group Inc,,1376339,5/1/2017
MEA,Metalico Inc ,,1048685,8/14/2015
MED,Medifast Inc,,910329,5/10/2017
MEDP,Medpace Holdings Inc,,1668397,5/2/2017
MEET,MeetMe Inc,,1078099,5/10/2017
MEG,Media General Inc,5493005Q6QE29UIIR333,216539,11/9/2016
MEI,Methode Electronics Inc,,65270,6/22/2017
MEIL,Methes Energies International Ltd,,1436549,10/15/2015
MEIP,MEI Pharma Inc,,1262104,5/4/2017
MELA,STRATA Skin Sciences Inc,,1051514,5/15/2017
MELI,MercadoLibre Inc,,1099590,5/5/2017
MELR,Melrose Bancorp Inc,,1600890,5/12/2017
MEMP,Memorial Production Partners LP,,1521847,5/10/2017
MEN,"BlackRock MuniEnhanced Fund, Inc.",,844172,
MENT,Mentor Graphics Corp,DHJLMSOKYPPZ16S78J42,701811,3/17/2017
MEOH,Methanex Corp,549300TSJHRXT9QXRD13,886977,
MEP,Midcoast Energy Partners LP,549300PRFLDRFUITC811,1578685,2/16/2017
MERC,Mercer International Inc,,1333274,4/28/2017
MER$P,"Merrill Lynch & Co., Inc.",,65100,8/2/2013
MERU,"Meru Networks, Inc.",,1167294,5/7/2015
MESO,Mesoblast Ltd,,,
MET,Metlife Inc,C4BXATY60WC6XEOZDX54,1099219,5/5/2017
METR,Metro Bancorp Inc ,,1085706,11/9/2015
MFA,MFA Financial Inc,YW72IMH2RRC8Z1TGLG58,1055160,5/4/2017
MFC,Manulife Financial Corp,,1086888,
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income,549300JL3ROR79GLM190,1276469,
MFG,Mizuho Financial Group Inc,,1335730,
MFL,BlackRock MuniHoldings Investment Quality Fund,,,
MFLA,iPath Long Enhanced MSCI EAFE ETN,,,
MFLX,Multi-Fineline Electronix Inc,,830916,5/5/2016
MFM,MFS Municipal Income Trust,,801961,
MFNC,Mackinac Financial Corp,,36506,5/15/2017
MFRM,Mattress Firm Holding Corp,,1419852,9/12/2016
MFS,Manitowoc Foodservice Inc,,1650962,5/9/2017
MFSF,MutualFirst Financial Inc,5493004W2SYBLE5X7W66,1094810,5/10/2017
MFT,BlackRock MuniYield Investment Quality Fund,,,
MFV,MFS Special Value Trust,,856128,
MG,Mistras Group Inc,,1436126,5/9/2017
MGA,Magna International Inc,95RWVLFZX6VGDZNNTN43,749098,
MGCD,MGC Diagnostics Corp,,815093,6/13/2017
MGEE,MGE Energy Inc,,1161728,5/5/2017
MGEN,Miragen Therapeutics Inc,549300C775BNYF550E70,1590750,5/11/2017
MGF,MFS® Government Markets Income,,,
MGH,Minco Gold Corp,,1020825,
MGI,MoneyGram International Inc,,1273931,5/5/2017
MGIC,Magic Software Enterprises Ltd,,876779,
MGLN,Magellan Health Inc,,19411,4/26/2017
MGM,MGM Resorts International,,789570,5/9/2017
MGN,Mines Management Inc,,66649,8/15/2016
MGNX,MacroGenics Inc,5493001KJQUA83L8MH79,1125345,5/3/2017
MGP,MGM Growth Properties LLC,,1656936,5/8/2017
MGPI,MGP Ingredients Inc,,835011,5/4/2017
MGRC,McGrath RentCorp,,752714,5/2/2017
MGT,MGT Capital Investments Inc,,1001601,5/18/2017
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,,,
MGYR,Magyar Bancorp Inc,,1337068,5/12/2017
MHD,BlackRock MuniHoldings Fund Inc,549300GKQFCMNKVWSL95,1034665,
MHE,Massachusetts Tax-Exempt Trust,,901824,
MHF,Western Asset Municipal High Income Fund Inc,549300V8S0EC6SV7H926,830487,
MHFI,S&P Global Inc,Y6X4K52KMJMZE7I7MY94,64040,4/26/2017
MHG,Marine Harvest ASA,549300W1OGQF5LZIH349,1578526,
MHGC,Morgans Hotel Group Co,,1342126,11/9/2016
MHH,Mastech Holdings Inc,549300GD5HFB0F451006,1437226,5/10/2017
MHI,Pioneer Municipal High Income Trust,,,
MHK,Mohawk Industries Inc,,851968,5/5/2017
MHLA,Maiden Holdings Ltd,,,
MHLD,Maiden Holdings Ltd,5493000GQUKNWGNXRZ91,1412100,5/10/2017
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",,,
MHO,M/I Homes Inc,,799292,4/28/2017
MHR,Magnum Hunter Resources Corp ,LGBZS11AOHMFDJUA5402,1335190,5/6/2016
MHY,Western Asset Managed High Income,,895523,
MIC,Macquarie Infrastructure Corp,,1289790,5/3/2017
MICR,Micron Solutions Inc,,819689,5/12/2017
MICT,Micronet Enertec Technologies Inc,,854800,5/22/2017
MIDD,Middleby Corp,JDFO86U9VQRBKW5KYA35,769520,5/11/2017
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc,,,
MIFI,Inseego Corp,5493002TS0R6QR4BT342,1022652,5/15/2017
MIG,Meadowbrook Insurance Group Inc ,,949156,5/6/2015
MIII,M III Acquisition Corp,,1652362,5/12/2017
MIIIU,M III Acquisition Corp,,,
MIK,Michaels Companies Inc,549300H9LWMBP7HYLR98,1593936,6/6/2017
MIL,MFC Bancorp Ltd,529900HPRN328AU1YQ13,16859,
MILL,Miller Energy Resources Inc ,,785968,3/12/2015
MIME,Mimecast Ltd,,1644675,
MIN,MFS® Intermediate Income Fund,,,
MIND,Mitcham Industries Inc,549300JBV7RJ5ZY83U38,926423,6/8/2017
MINI,Mobile Mini Inc,,911109,4/27/2017
MIRN,Mirna Therapeutics Inc,5493007C6UCNXL4HOI66,1527599,5/9/2017
MITK,Mitek Systems Inc,549300ABZAQ3R25XG118,807863,5/5/2017
MITL,Mitel Networks Corp,549300UFIKCL8N6OYG97,1170534,5/3/2017
MITT,AG Mortgage Investment Trust Inc,,1514281,5/4/2017
MIW,Eaton Vance Michigan Municipal Bond Fund,,,
MIXT,MiX Telematics Ltd,,1576914,
MIY,"BlackRock MuniYield Michigan Quality Fund, Inc.",,,
MJCO,Majesco,,1626853,6/16/2017
MJN,Mead Johnson Nutrition Co,E4BJRFT3MF4GJDY1SC50,1452575,4/27/2017
MKC,McCormick & Company Inc,549300JQQA6MQ4OJP259,63754,6/30/2017
MKL,Markel Corp,549300SCNO12JLWIK605,1096343,4/26/2017
MKSI,MKS Instruments Inc,549300KEQATBHAGVF505,1049502,5/9/2017
MKTO,Marketo Inc,5493000NL1CTWR351617,1490660,8/3/2016
MKTX,Marketaxess Holdings Inc,5493002U1CA1XJOVID83,1278021,4/27/2017
MLAB,Mesa Laboratories Inc,,724004,6/7/2017
MLHR,Herman Miller Inc,U98HXD3PNK7HYU2MU887,66382,4/12/2017
MLI,Mueller Industries Inc,5493005IZFE4VJLLYG84,89439,4/26/2017
MLM,Martin Marietta Materials Inc,,916076,5/10/2017
MLNK,ModusLink Global Solutions Inc,549300DESX9Q74AQVP83,914712,6/5/2017
MLNX,Mellanox Technologies Ltd,,1356104,5/5/2017
MLP,Maui Land & Pineapple Company Inc,,63330,4/28/2017
MLPB,UBS ETRACS Alerian MLPInfrs ETN SerB,,,
MLPC,C-Tracks ETN Bsd on Perf of M/H MLP Fdmt,,,
MLPG,UBS ETRACS Alerian Natural Gas MLP ETN,,,
MLPI,UBS ETRACS Alerian MLP Infras ETN,,,
MLPL,UBS ETRACS 2xM Lvg Lng Alrn MLP Infr ETN,,,
MLPN,Credit Suisse X-Links CushgMLPInfrasETN,,,
MLPO,Credit Suisse S&P MLP ETN,,,
MLPQ,UBS ETRACS 2xMLvgAlerianMLPIfrIdxETNSerB,,,
MLPS,UBS ETRACS 1xM Shrt Alrn MLP Infr TR ETN,,,
MLPV,UBS ETRACS 2xMonthly Lvg S&P MLP Idx ETN,,,
MLPW,UBS ETRACS Wells Fargo MLP ETN,,,
MLPZ,UBS ETRACS 2x M Lvg S&P MLP Idx ETN SerB,,,
MLR,Miller Industries Inc,549300F1O74SPUJ7UU94,924822,5/3/2017
MLSS,Milestone Scientific Inc,,855683,5/15/2017
MLVF,Malvern Bancorp Inc,,1550603,5/10/2017
MM,Millennial Media Inc ,,1372375,8/10/2015
MMAC,MMA Capital Management LLC,5493000UXK8J337L8Q33,1003201,5/10/2017
MMC,Marsh & McLennan Companies Inc,549300XMP3KDCKJXIU47,62709,4/28/2017
MMD,Mainstay DefinedTerm Municipal Opportunities Fund,,,
MMI,Marcus & Millichap Inc,549300B2HE8ULXNB1N48,1578732,5/10/2017
MMLP,Martin Midstream Partners LP,,1176334,4/26/2017
MMM,3M Co,LUZQVYP4VS22CLWDAR65,66740,5/3/2017
MMP,Magellan Midstream Partners LP,MZF5TI8NFVZZNUSKDL39,1126975,5/3/2017
MMS,Maximus Inc,549300DQCDS8HJ7QF202,1032220,5/4/2017
MMSI,Merit Medical Systems Inc,549300OYTY138SP2CE83,856982,5/10/2017
MMT,MFS Multi-Market Income Fund,,,
MMU,Western Asset Managed Municipals Portfolio,549300HVO8EY2T8K4F73,886043,
MMV,Eaton Vance Massachusetts Municipal Income Trust,,,
MMYT,MakeMyTrip Ltd,,1495153,
MN,Manning & Napier Inc,,1524223,5/9/2017
MNDO,Mind CTI Ltd,,1119083,
MNE,BlackRock Muni NY Intermediate Duration Fund,,,
MNGA,MagneGas Corp,,1353487,5/15/2017
MNI,McClatchy Co,549300O2Y2UWR3BER320,1056087,5/4/2017
MNK,Mallinckrodt Plc,549300LMDE3RUP8Z3L60,1567892,5/8/2017
MNKD,MannKind Corp,213800GFBCNY1ZFST722,899460,5/10/2017
MNOV,MediciNova Inc,,1226616,4/26/2017
MNP,Western Asset Municipal Partners Fund Inc,5493001Z97VQ69W5OH84,894351,
MNR,Monmouth Real Estate Investment Corp,,67625,5/3/2017
MNRK,Monarch Financial Holdings Inc ,,1364856,5/10/2016
MNRO,Monro Muffler Brake Inc,,876427,5/24/2017
MNST,Monster Beverage Corp,,865752,5/8/2017
MNTA,Momenta Pharmaceuticals Inc,,1235010,5/5/2017
MNTX,Manitex International Inc,549300QZ9TZ4MVXPZQ53,1302028,5/4/2017
MO,Altria Group Inc,XSGZFLO9YTNO9VCQV219,764180,5/2/2017
MOBI,Sky-mobi Ltd,,1500252,
MOBL,MobileIron Inc,5493009ZKZIDFX3SG973,1470099,5/2/2017
MOC,Command Security Corp,,864509,6/19/2017
MOCO,MOCON Inc,CVRZ7NRZQ2VWI4M13156,67279,5/10/2017
MOD,Modine Manufacturing Co,Z35SZFYJR8GZZRSIUU09,67347,5/26/2017
MODN,Model N Inc,,1118417,5/9/2017
MOFG,Midwestone Financial Group Inc,,1412665,5/4/2017
MOG.A,Moog Inc,549300WM2I4U7OBAHG07,67887,4/28/2017
MOH,Molina Healthcare Inc,549300NQQCEQ46YHZ591,1179929,5/4/2017
MOKO,Moko Social Media Ltd ,549300HDFKB3INPLV745,1496371,
MOLG,MOL Global Inc ,549300Z5LV74CGB9S007,1604929,
MOMO,Momo Inc,,1610601,
MON,Monsanto Co,NONUZEX43GHIPSVDD938,1110783,6/29/2017
MORE,Monogram Residential Trust Inc,,1384710,5/9/2017
MORL,UBS ETRACS Mthly Py 2xLvg Mortg REIT ETN,,,
MORN,Morningstar Inc,,1289419,4/28/2017
MOS,Mosaic Co,2YD5STGSJNMUB7H76907,1285785,5/3/2017
MOSY,MoSys Inc,,890394,5/12/2017
MOV,Movado Group Inc,549300WCGCGPWGHVXM59,72573,5/25/2017
MOXC,Moxian Inc,,1516805,5/12/2017
MPA,BlackRock MuniYield Pennsylvania Quality Fund,,,
MPAA,Motorcar Parts of America Inc,549300AG4610OSV3H429,918251,6/14/2017
MPB,Mid Penn Bancorp Inc,,879635,5/15/2017
MPC,Marathon Petroleum Corp,3BNYRYQHD39K4LCKQF12,1510295,5/1/2017
MPEL,Melco Crown Entertainment Ltd,,1381640,
MPG,Metaldyne Performance Group Inc,549300S7CW2U4N4EW602,1616817,3/6/2017
MPLX,MPLX LP,5493000CZJ19CK4P3G36,1552000,5/1/2017
MPO,Midstates Petroleum Company Inc,,1533924,5/10/2017
MPSX,Multi Packaging Solutions International Ltd,,1645926,5/12/2017
MPV,MassMutual Participation Investors,,831655,
MPVD,Mountain Province Diamonds Inc,,1004530,
MPW,Medical Properties Trust Inc,,1287865,5/10/2017
MPWR,Monolithic Power Systems Inc,,1280452,5/5/2017
MPX,Marine Products Corp,,1129155,4/28/2017
MQT,BlackRock MuniYield Quality II,,,
MQY,BlackRock MuniYield Quality,,883412,
MR,Mindray Medical International Ltd ,,1373060,
MRAM,Everspin Technologies Inc,,1438423,5/15/2017
MRC,MRC Global Inc,,1439095,5/5/2017
MRCC,Monroe Capital Corp,,1512931,5/9/2017
MRCY,Mercury Systems Inc,,1049521,5/4/2017
MRD,Memorial Resource Development Corp,549300MB7G4B0LNWBF44,1599222,7/28/2016
MRGE,Mirage Energy Corp,549300MV8W7EKINZRN86,944765,7/28/2015
MRH,Montpelier Re Holdings Ltd ,,1165880,5/4/2015
MRIN,Marin Software Inc,,1389002,5/9/2017
MRK,Merck & Co Inc,,310158,5/9/2017
MRKT,IHS Markit Ltd,,1598014,6/27/2017
MRLN,Marlin Business Services Corp,,1260968,5/3/2017
MRNS,Marinus Pharmaceuticals Inc,,1267813,5/1/2017
MRO,Marathon Oil Corp,1FRVQX2CRLGC1XLP5727,101778,5/5/2017
MRRL,UBS ETRACS M Py 2xLvg MortgREIT ETN SerB,,,
MRT,Medequities Realty Trust Inc,,1616314,5/8/2017
MRTN,Marten Transport Ltd,,799167,5/9/2017
MRTX,Mirati Therapeutics Inc,,1576263,5/4/2017
MRUS,Merus NV,,1651311,
MRVC,MRV Communications Inc,549300KD2N86W5Y80849,887969,5/3/2017
MRVL,Marvell Technology Group Ltd,8DF36O58U3QIHUCGZB18,1058057,6/5/2017
MS,Morgan Stanley,,895421,5/4/2017
MSA,MSA Safety Inc,549300ZG8DNJXBML4F23,66570,4/28/2017
MSB,Mesabi Trust,,65172,6/8/2017
MSBF,MSB Financial Corp,,1374783,5/15/2015
MSBI,Midland States Bancorp Inc,,1466026,5/10/2017
MSCC,Microsemi Corp,,310568,4/28/2017
MSCI,MSCI Inc,549300HTIN2PD78UB763,1408198,5/5/2017
MSD,MS Emerging Markets Debt Fund,,,
MSDI,Monster Digital Inc,,1551986,5/19/2017
MSEX,Middlesex Water Co,,66004,5/4/2017
MSF,MS Emerging Markets Fund,,,
MSFG,MainSource Financial Group Inc ,,720002,5/9/2017
